"","종목코드","종목명","종가","대비","등락률","EPS","PER","선행 EPS","선행 PER","BPS","PBR","주당배당금","배당수익률"
"1271","090150","아이윈",2060,-15,-0.72,82,25.12,NA,NA,2062,1,100,4.85
"1272","123010","아이윈플러스",2195,-40,-1.79,NA,NA,NA,NA,1510,1.45,0,0
"1273","031310","아이즈비전",3115,-95,-2.96,1157,2.69,NA,NA,8222,0.38,0,0
"1274","185490","아이진",5010,-130,-2.53,NA,NA,NA,NA,4156,1.21,0,0
"1275","059100","아이컴포넌트",6890,0,0,386,17.85,NA,NA,4524,1.52,0,0
"1276","262840","아이퀘스트",8020,-110,-1.35,382,20.99,NA,NA,4446,1.8,100,1.25
"1277","175250","아이큐어",3860,-100,-2.53,NA,NA,NA,NA,3854,1,0,0
"1278","052460","아이크래프트",3515,-110,-3.03,176,19.97,NA,NA,2780,1.26,50,1.42
"1279","119830","아이텍",11390,90,0.8,NA,NA,NA,NA,5840,1.95,0,0
"1280","052770","아이톡시",2085,0,0,NA,NA,NA,NA,284,7.34,0,0
"1281","124500","아이티센",4280,230,5.68,NA,NA,NA,NA,2873,1.49,0,0
"1282","372800","아이티아이즈",11720,200,1.74,NA,NA,NA,NA,5035,2.33,0,0
"1283","084850","아이티엠반도체",27050,-550,-1.99,275,98.36,720,37.58,11585,2.33,200,0.74
"1284","114840","아이패밀리에스씨",13420,-280,-2.04,530,25.32,NA,NA,5040,2.66,65,0.48
"1285","027360","아주IB투자",2410,-55,-2.23,339,7.11,NA,NA,2144,1.12,100,4.15
"1286","139990","아주스틸",9750,-130,-1.32,1459,6.68,NA,NA,8901,1.1,0,0
"1287","032080","아즈텍WB",2065,-45,-2.13,550,3.75,NA,NA,5274,0.39,50,2.42
"1288","013310","아진산업",2720,-5,-0.18,62,43.87,NA,NA,5455,0.5,0,0
"1289","059120","아진엑스텍",9250,-140,-1.49,458,20.2,456,20.26,4781,1.93,150,1.62
"1290","158430","아톤",23300,-600,-2.51,300,77.67,NA,NA,12225,1.91,0,0
"1291","067160","아프리카TV",86000,0,0,6465,13.3,6620,12.99,18988,4.53,730,0.85
"1292","001540","안국약품",8260,-80,-0.96,344,24.01,NA,NA,12726,0.65,220,2.66
"1293","053800","안랩",73700,500,0.68,4854,15.18,NA,NA,28881,2.55,1100,1.49
"1294","065660","안트로젠",19700,120,0.61,NA,NA,NA,NA,12404,1.59,0,0
"1295","297570","알로이스",1718,-31,-1.77,159,10.81,NA,NA,723,2.38,0,0
"1296","001780","알루코",3110,-90,-2.81,43,72.33,NA,NA,2537,1.23,0,0
"1297","260660","알리코제약",7140,120,1.71,327,21.83,NA,NA,5404,1.32,70,0.98
"1298","361570","알비더블유",14850,-350,-2.3,1002,14.82,NA,NA,6721,2.21,0,0
"1299","131370","알서포트",4910,70,1.45,470,10.45,NA,NA,1598,3.07,40,0.81
"1300","140670","알에스오토메이션",13840,-160,-1.14,277,49.96,443,31.21,4415,3.13,0,0
"1301","096610","알에프세미",3855,-165,-4.1,NA,NA,NA,NA,3365,1.15,0,0
"1302","061040","알에프텍",5230,-90,-1.69,576,9.08,NA,NA,6806,0.77,0,0
"1303","148250","알엔투테크놀로지",8790,-90,-1.01,213,41.27,NA,NA,5960,1.47,30,0.34
"1304","347860","알체라",14940,-1050,-6.57,NA,NA,NA,NA,947,15.78,0,0
"1305","196170","알테오젠",36100,-1300,-3.48,NA,NA,435,83.06,2634,13.71,0,0
"1306","123750","알톤스포츠",4660,-200,-4.12,382,12.2,NA,NA,2172,2.15,0,0
"1307","085810","알티캐스트",1845,-55,-2.89,NA,NA,NA,NA,2291,0.81,0,0
"1308","117670","알파홀딩스",1134,-12,-1.05,NA,NA,NA,NA,3784,0.3,0,0
"1309","314140","알피바이오",14940,40,0.27,580,25.76,NA,NA,9510,1.57,0,0
"1310","291650","압타머사이언스",4450,-40,-0.89,NA,NA,NA,NA,1763,2.52,0,0
"1311","293780","압타바이오",10540,340,3.33,NA,NA,NA,NA,2778,3.79,0,0
"1312","018250","애경산업",18300,-350,-1.88,600,30.5,1455,12.58,13210,1.39,200,1.09
"1313","161000","애경케미칼",8540,-180,-2.06,2302,3.71,NA,NA,14384,0.59,550,6.44
"1314","196300","애니젠",7470,-120,-1.58,NA,NA,NA,NA,3499,2.13,0,0
"1315","310200","애니플러스",4205,-230,-5.19,729,5.77,163,25.81,1610,2.61,0,0
"1316","179530","애드바이오텍",4285,190,4.64,NA,NA,NA,NA,664,6.45,0,0
"1317","205500","액션스퀘어",2945,5,0.17,NA,NA,NA,NA,997,2.95,0,0
"1318","052790","액토즈소프트",8520,-70,-0.81,3424,2.49,NA,NA,17896,0.48,0,0
"1319","290740","액트로",6450,-40,-0.62,296,21.79,NA,NA,7786,0.83,100,1.55
"1320","238090","앤디포스",5260,-20,-0.38,764,6.88,NA,NA,6999,0.75,0,0
"1321","092600","앤씨앤",1840,-64,-3.36,NA,NA,NA,NA,2584,0.71,0,0
"1322","129890","앱코",5780,-180,-3.02,NA,NA,NA,NA,7446,0.78,0,0
"1323","174900","앱클론",18490,-950,-4.89,NA,NA,NA,NA,1267,14.59,0,0
"1324","255440","야스",8100,-180,-2.17,162,50,NA,NA,12406,0.65,50,0.62
"1325","030960","양지사",24350,700,2.96,NA,NA,NA,NA,13428,1.81,50,0.21
"1326","073570","어반리튬",15900,-520,-3.17,NA,NA,NA,NA,1960,8.11,0,0
"1327","102120","어보브반도체",10380,-260,-2.44,828,12.54,NA,NA,6757,1.54,240,2.31
"1328","263540","어스앤에어로스페이스",10880,0,0,NA,NA,NA,NA,692,15.72,0,0
"1329","238120","얼라인드",8640,-340,-3.79,771,11.21,NA,NA,3754,2.3,0,0
"1330","019990","에너토크",10350,270,2.68,194,53.35,NA,NA,4727,2.19,70,0.68
"1331","011090","에넥스",748,-14,-1.84,174,4.3,NA,NA,1120,0.67,0,0
"1332","270660","에브리봇",17190,-540,-3.05,844,20.37,NA,NA,4704,3.65,350,2.04
"1333","038680","에스넷",5660,-220,-3.74,NA,NA,NA,NA,4259,1.33,50,0.88
"1334","137310","에스디바이오센서",22250,-600,-2.63,10918,2.04,2521,8.83,21658,1.03,1266,5.69
"1335","217480","에스디생명공학",714,119,20,NA,NA,NA,NA,1720,0.42,0,0
"1336","121890","에스디시스템",739,0,0,183,4.04,NA,NA,838,0.88,0,0
"1337","097780","에스맥",1265,-10,-0.78,NA,NA,NA,NA,5110,0.25,0,0
"1338","389500","에스비비테크",54900,2200,4.17,NA,NA,304,180.8,1406,39.05,0,0
"1339","042110","에스씨디",2150,-30,-1.38,143,15.03,NA,NA,2310,0.93,30,1.4
"1340","298060","에스씨엠생명과학",9830,130,1.34,NA,NA,NA,NA,3711,2.65,0,0
"1341","065420","에스아이리소스",524,4,0.77,58,9.03,NA,NA,271,1.93,0,0
"1342","103230","에스앤더블류",2505,0,0,NA,NA,NA,NA,5380,0.47,0,0
"1343","260970","에스앤디",16640,100,0.6,2331,7.14,2599,6.4,16986,0.98,150,0.9
"1344","101490","에스앤에스텍",33050,-250,-0.75,552,59.87,NA,NA,8374,3.95,100,0.3
"1345","095910","에스에너지",3300,10,0.3,NA,NA,NA,NA,4908,0.67,0,0
"1346","275630","에스에스알",5910,0,0,277,21.34,NA,NA,4253,1.39,0,0
"1347","031330","에스에이엠티",2955,-60,-1.99,614,4.81,NA,NA,3185,0.93,200,6.77
"1348","060540","에스에이티",2340,-30,-1.27,253,9.25,NA,NA,3511,0.67,50,2.14
"1349","351320","에스에이티이엔지",3640,-65,-1.75,NA,NA,NA,NA,1315,2.77,59,1.62
"1350","056190","에스에프에이",36700,-600,-1.61,3254,11.28,3735,9.83,31340,1.17,1170,3.19
"1351","080000","에스엔유",3860,125,3.35,248,15.56,NA,NA,3767,1.02,0,0
"1352","005850","에스엘",27350,250,0.92,2094,13.06,4378,6.25,32608,0.84,500,1.83
"1353","214310","에스엘바이오닉스",306,0,0,NA,NA,NA,NA,2078,0.15,0,0
"1354","041510","에스엠",158500,8800,5.88,5750,27.57,4286,36.98,26333,6.02,200,0.13
"1355","010580","에스엠벡셀",2165,30,1.41,NA,NA,NA,NA,494,4.38,0,0
"1356","007820","에스엠코어",6870,110,1.63,NA,NA,NA,NA,3436,2,50,0.73
"1357","109610","에스와이",3275,-90,-2.67,197,16.62,NA,NA,3570,0.92,0,0
"1358","012750","에스원",54300,-2200,-3.89,3815,14.23,4322,12.56,42676,1.27,2500,4.6
"1359","306040","에스제이그룹",16130,70,0.44,2365,6.82,3644,4.43,10685,1.51,450,2.79
"1360","100090","에스케이오션플랜트",21350,-850,-3.83,NA,NA,1046,20.41,3839,5.56,0,0
"1361","435870","에스케이증권제8호스팩",2155,-15,-0.69,NA,NA,NA,NA,NA,NA,0,0
"1362","096630","에스코넥",1130,-68,-5.68,NA,NA,NA,NA,662,1.71,0,0
"1363","069510","에스텍",8450,-100,-1.17,NA,NA,NA,NA,15088,0.56,0,0
"1364","041910","에스텍파마",8460,160,1.93,589,14.36,NA,NA,10556,0.8,100,1.18
"1365","234300","에스트래픽",4465,-130,-2.83,NA,NA,NA,NA,1228,3.64,0,0
"1366","039440","에스티아이",11680,-220,-1.85,1544,7.56,NA,NA,12994,0.9,200,1.71
"1367","098660","에스티오",2595,-45,-1.7,28,92.68,NA,NA,2417,1.07,110,4.24
"1368","052020","에스티큐브",17070,-30,-0.18,NA,NA,NA,NA,460,37.11,0,0
"1369","237690","에스티팜",78500,-1400,-1.75,177,443.5,1472,53.31,17171,4.57,500,0.64
"1370","050760","에스폴리텍",2665,5,0.19,334,7.98,NA,NA,4402,0.61,50,1.88
"1371","288620","에스퓨얼셀",23200,-600,-2.52,715,32.45,NA,NA,10202,2.27,100,0.43
"1372","317830","에스피시스템스",9390,-370,-3.79,NA,NA,NA,NA,4013,2.34,0,0
"1373","058610","에스피지",18580,-200,-1.06,1092,17.01,1245,14.93,8886,2.09,250,1.35
"1374","043340","에쎈테크",963,2,0.21,NA,NA,NA,NA,336,2.87,0,0
"1375","023960","에쓰씨엔지니어링",1537,-52,-3.27,NA,NA,NA,NA,1001,1.54,0,0
"1376","298690","에어부산",4095,-60,-1.44,NA,NA,NA,NA,1759,2.33,0,0
"1377","187660","에이디엠코리아",2320,-55,-2.32,96,24.17,NA,NA,1538,1.51,0,0
"1378","054630","에이디칩스",593,-4,-0.67,NA,NA,NA,NA,440,1.35,0,0
"1379","200710","에이디테크놀로지",21200,-350,-1.62,1146,18.5,NA,NA,12300,1.72,70,0.33
"1380","096690","에이루트",483,-5,-1.02,NA,NA,NA,NA,920,0.53,0,0
"1381","078520","에이블씨엔씨",7670,270,3.65,NA,NA,NA,NA,4373,1.75,0,0
"1382","298380","에이비엘바이오",22050,-150,-0.68,NA,NA,NA,NA,1187,18.58,0,0
"1383","203400","에이비온",6500,30,0.46,NA,NA,NA,NA,1712,3.8,0,0
"1384","195990","에이비프로바이오",420,19,4.74,NA,NA,NA,NA,529,0.79,0,0
"1385","003800","에이스침대",33900,-50,-0.15,6231,5.44,NA,NA,54880,0.62,1330,3.92
"1386","088800","에이스테크",5270,-250,-4.53,NA,NA,NA,NA,1466,3.59,0,0
"1387","241840","에이스토리",26000,2000,8.33,1816,14.32,NA,NA,5139,5.06,0,0
"1388","312610","에이에프더블류",3990,-100,-2.44,NA,NA,NA,NA,3422,1.17,0,0
"1389","015260","에이엔피",1680,11,0.66,NA,NA,NA,NA,1342,1.25,0,0
"1390","072990","에이치시티",8490,-100,-1.16,1501,5.66,NA,NA,9764,0.87,70,0.82
"1391","227100","에이치앤비디자인",3680,-105,-2.77,NA,NA,NA,NA,4225,0.87,0,0
"1392","239610","에이치엘사이언스",21300,-250,-1.16,2608,8.17,NA,NA,20444,1.04,400,1.88
"1393","353070","에이치엠씨제4호스팩",2025,5,0.25,NA,NA,NA,NA,NA,NA,0,0
"1394","353060","에이치엠씨제5호스팩",2050,0,0,NA,NA,NA,NA,NA,NA,0,0
"1395","148930","에이치와이티씨",11290,140,1.26,994,11.36,NA,NA,2259,5,0,0
"1396","044780","에이치케이",2215,-75,-3.28,298,7.43,NA,NA,3022,0.73,40,1.81
"1397","357230","에이치피오",8350,-210,-2.45,842,9.92,NA,NA,6844,1.22,300,3.59
"1398","071670","에이테크솔루션",11340,-230,-1.99,557,20.36,NA,NA,7878,1.44,0,0
"1399","045660","에이텍",8880,-150,-1.66,757,11.73,NA,NA,10832,0.82,100,1.13
"1400","224110","에이텍티앤",11590,-210,-1.78,432,26.83,NA,NA,9523,1.22,100,0.86
"1401","230980","에이트원",727,-20,-2.68,NA,NA,NA,NA,483,1.51,0,0
"1402","021080","에이티넘인베스트",2675,-40,-1.47,1380,1.94,NA,NA,3185,0.84,200,7.48
"1403","089530","에이티세미콘",657,-14,-2.09,NA,NA,NA,NA,1320,0.5,0,0
"1404","200470","에이팩트",3735,-90,-2.35,104,35.91,NA,NA,2665,1.4,0,0
"1405","262260","에이프로",13680,-360,-2.56,NA,NA,NA,NA,4201,3.26,0,0
"1406","007460","에이프로젠",1625,-48,-2.87,NA,NA,NA,NA,5073,0.32,0,0
"1407","109960","에이프로젠 H&G",291,2,0.69,15,19.4,NA,NA,1247,0.23,0,0
"1408","003060","에이프로젠바이오로직스",340,-6,-1.73,20,17,NA,NA,1274,0.27,0,0
"1409","397030","에이프릴바이오",20750,300,1.47,NA,NA,NA,NA,6227,3.33,0,0
"1410","244920","에이플러스에셋",4700,-90,-1.88,535,8.79,619,7.59,4341,1.08,150,3.19
"1411","089970","에이피티씨",11360,-130,-1.13,2157,5.27,NA,NA,5297,2.14,1200,10.56
"1412","230240","에치에프알",33250,-650,-1.92,1441,23.07,6916,4.81,7176,4.63,0,0
"1413","230360","에코마케팅",12720,20,0.16,859,14.81,1611,7.9,4882,2.61,310,2.44
"1414","038870","에코바이오",4915,-25,-0.51,485,10.13,NA,NA,6238,0.79,0,0
"1415","101360","에코앤드림",35300,50,0.14,992,35.58,NA,NA,7068,4.99,0,0
"1416","128540","에코캡",5060,-40,-0.78,NA,NA,NA,NA,2518,2.01,0,0
"1417","086520","에코프로",334000,42000,14.38,11205,29.81,26844,12.44,45865,7.28,430,0.13
"1418","247540","에코프로비엠",209000,3500,1.7,1153,181.27,4604,45.4,5969,35.01,920,0.44
"1419","383310","에코프로에이치엔",78200,2000,2.62,751,104.13,NA,NA,4101,19.07,330,0.42
"1420","038110","에코플라스틱",3300,65,2.01,170,19.41,NA,NA,3852,0.86,50,1.52
"1421","073540","에프알텍",2745,-30,-1.08,20,137.25,NA,NA,3875,0.71,0,0
"1422","064850","에프앤가이드",7150,-100,-1.38,459,15.58,NA,NA,4299,1.66,130,1.82
"1423","064090","에프앤리퍼블릭",2235,20,0.9,77,29.03,NA,NA,1169,1.91,0,0
"1424","036810","에프에스티",20700,-550,-2.59,1657,12.49,NA,NA,10372,2,130,0.63
"1425","173940","에프엔씨엔터",5510,-70,-1.25,NA,NA,NA,NA,4165,1.32,0,0
"1426","083500","에프엔에스테크",8340,-290,-3.36,194,42.99,NA,NA,7257,1.15,50,0.6
"1427","054940","엑사이엔씨",1390,-26,-1.84,NA,NA,NA,NA,1628,0.85,0,0
"1428","043090","엑서지21",1533,286,22.94,NA,NA,NA,NA,881,1.74,0,0
"1429","205100","엑셈",4895,-75,-1.51,321,15.25,472,10.37,2485,1.97,0,0
"1430","070300","엑스큐어",3120,-110,-3.41,153,20.39,NA,NA,3193,0.98,0,0
"1431","092870","엑시콘",9450,-200,-2.07,3307,2.86,NA,NA,12608,0.75,100,1.06
"1432","317870","엔바이오니아",6370,360,5.99,NA,NA,NA,NA,2347,2.71,0,0
"1433","067570","엔브이에이치코리아",3910,-90,-2.25,480,8.15,NA,NA,4982,0.78,100,2.56
"1434","236810","엔비티",6430,-270,-4.03,101,63.66,NA,NA,2424,2.65,0,0
"1435","333620","엔시스",12410,-320,-2.51,477,26.02,NA,NA,5185,2.39,70,0.56
"1436","101400","엔시트론",702,0,0,NA,NA,NA,NA,615,1.14,0,0
"1437","036570","엔씨소프트",410500,-9500,-2.26,19318,21.25,22048,18.62,155059,2.65,5860,1.43
"1438","031860","엔에스엔",469,-5,-1.05,NA,NA,NA,NA,699,0.67,0,0
"1439","380440","엔에이치스팩19호",1979,-1,-0.05,NA,NA,NA,NA,NA,NA,0,0
"1440","391060","엔에이치스팩20호",1992,-8,-0.4,NA,NA,NA,NA,NA,NA,0,0
"1441","396770","엔에이치스팩22호",3765,-85,-2.21,NA,NA,NA,NA,NA,NA,0,0
"1442","422040","엔에이치스팩23호",2015,0,0,NA,NA,NA,NA,NA,NA,0,0
"1443","437780","엔에이치스팩24호",2180,-15,-0.68,NA,NA,NA,NA,NA,NA,0,0
"1444","438580","엔에이치스팩25호",2325,-20,-0.85,NA,NA,NA,NA,NA,NA,0,0
"1445","439410","엔에이치스팩26호",2075,0,0,NA,NA,NA,NA,NA,NA,0,0
"1446","440820","엔에이치스팩27호",2080,-5,-0.24,NA,NA,NA,NA,NA,NA,0,0
"1447","265740","엔에프씨",8960,-140,-1.54,688,13.02,NA,NA,6279,1.43,100,1.12
"1448","354200","엔젠바이오",8090,-210,-2.53,NA,NA,NA,NA,2735,2.96,0,0
"1449","419080","엔젯",17010,640,3.91,NA,NA,NA,NA,2527,6.73,0,0
"1450","208860","엔지스테크널러지",2205,0,0,NA,NA,NA,NA,539,4.09,0,0
"1451","183490","엔지켐생명과학",1602,-28,-1.72,NA,NA,NA,NA,1321,1.21,0,0
"1452","085310","엔케이",938,-6,-0.64,142,6.61,NA,NA,1302,0.72,0,0
"1453","182400","엔케이맥스",10950,40,0.37,NA,NA,NA,NA,3082,3.55,0,0
"1454","348370","엔켐",65300,-1400,-2.1,NA,NA,NA,NA,14254,4.58,0,0
"1455","069410","엔텔스",6590,-120,-1.79,416,15.84,NA,NA,5287,1.25,0,0
"1456","227950","엔투텍",723,-68,-8.6,38,19.03,NA,NA,975,0.74,0,0
"1457","291230","엔피",6610,-140,-2.07,NA,NA,NA,NA,777,8.51,0,0
"1458","198080","엔피디",2405,-30,-1.23,175,13.74,NA,NA,4296,0.56,0,0
"1459","048830","엔피케이",1859,-6,-0.32,106,17.54,NA,NA,2298,0.81,30,1.61
"1460","096870","엘디티",3850,-5,-0.13,334,11.53,NA,NA,2015,1.91,0,0
"1461","376190","엘비루셈",7450,-170,-2.23,819,9.1,NA,NA,7689,0.97,0,0
"1462","061970","엘비세미콘",7040,-260,-3.56,743,9.48,NA,NA,5222,1.35,50,0.71
"1463","138690","엘아이에스",982,0,0,NA,NA,NA,NA,1070,0.92,0,0
"1464","290650","엘앤씨바이오",25400,900,3.67,620,40.97,587,43.24,3748,6.78,50,0.2
"1465","066970","엘앤에프",246000,1000,0.41,NA,NA,10071,24.43,19899,12.36,0,0
"1466","156100","엘앤케이바이오",7180,-80,-1.1,NA,NA,NA,NA,1827,3.93,0,0
"1467","073110","엘엠에스",8050,-110,-1.35,319,25.24,NA,NA,16133,0.5,200,2.48
"1468","083310","엘오티베큠",12240,-310,-2.47,1211,10.11,NA,NA,11468,1.07,100,0.82
"1469","037950","엘컴텍",1142,-51,-4.27,48,23.79,NA,NA,763,1.5,0,0
"1470","170920","엘티씨",11350,-410,-3.49,NA,NA,NA,NA,10227,1.11,0,0
"1471","058630","엠게임",9410,340,3.75,1127,8.35,NA,NA,3765,2.5,0,0
"1472","058970","엠로",25800,1950,8.18,562,45.91,932,27.68,3833,6.73,0,0
"1473","019590","엠벤처투자",770,-21,-2.65,13,59.23,NA,NA,610,1.26,0,0
"1474","169330","엠브레인",3500,-40,-1.13,338,10.36,NA,NA,1639,2.14,170,4.86
"1475","097520","엠씨넥스",32550,100,0.31,2229,14.6,2160,15.07,16767,1.94,500,1.54
"1476","179290","엠아이텍",13000,-150,-1.14,392,33.16,NA,NA,2081,6.25,80,0.62
"1477","009780","엠에스씨",6210,-140,-2.2,874,7.11,1418,4.38,6575,0.94,60,0.97
"1478","123040","엠에스오토텍",5560,-120,-2.11,NA,NA,NA,NA,3201,1.74,0,0
"1479","323230","엠에프엠코리아",859,-36,-4.02,NA,NA,NA,NA,1074,0.8,0,0
"1480","033160","엠케이전자",15060,-280,-1.83,1594,9.45,NA,NA,19019,0.79,150,1
"1481","347890","엠투아이",9760,90,0.93,597,16.35,NA,NA,3916,2.49,250,2.56
"1482","033310","엠투엔",4330,-175,-3.88,NA,NA,NA,NA,3470,1.25,0,0
"1483","259630","엠플러스",11170,-520,-4.45,NA,NA,NA,NA,4539,2.46,0,0
"1484","065150","엠피대산",343,-14,-3.92,104,3.3,NA,NA,323,1.06,0,0
"1485","050540","엠피씨플러스",822,0,0,205,4.01,NA,NA,2139,0.38,0,0
"1486","115960","연우",17210,-330,-1.88,2128,8.09,NA,NA,19695,0.87,190,1.1
"1487","060850","영림원소프트랩",10860,-340,-3.04,607,17.89,NA,NA,4629,2.35,110,1.01
"1488","014440","영보화학",3705,-20,-0.54,180,20.58,NA,NA,7960,0.47,100,2.7
"1489","007530","영신금속",3415,-45,-1.3,29,117.76,NA,NA,2068,1.65,0,0
"1490","143540","영우디에스피",1392,-28,-1.97,200,6.96,NA,NA,1420,0.98,0,0
"1491","111770","영원무역",45300,2250,5.23,6795,6.67,10025,4.52,50585,0.9,1000,2.21
"1492","009970","영원무역홀딩스",68900,3900,6,19026,3.62,21983,3.13,140307,0.49,2000,2.9
"1493","003520","영진약품",3225,-55,-1.68,NA,NA,NA,NA,573,5.63,0,0
"1494","112290","영창케미칼",13930,350,2.58,NA,NA,NA,NA,3440,4.05,0,0
"1495","000670","영풍",610000,-17000,-2.71,72187,8.45,NA,NA,2011831,0.3,10000,1.64
"1496","036560","영풍정밀",13200,-370,-2.73,746,17.69,1211,10.9,20308,0.65,350,2.65
"1497","006740","영풍제지",17920,220,1.24,362,49.5,NA,NA,7504,2.39,40,0.22
"1498","012280","영화금속",910,0,0,NA,NA,NA,NA,1156,0.79,0,0
"1499","265560","영화테크",12850,110,0.86,239,53.77,NA,NA,4925,2.61,50,0.39
"1500","012160","영흥",803,-12,-1.47,83,9.67,NA,NA,2387,0.34,0,0
"1501","036000","예림당",1982,-15,-0.75,NA,NA,NA,NA,5709,0.35,0,0
"1502","250930","예선테크",1079,-26,-2.35,74,14.58,NA,NA,1242,0.87,0,0
"1503","053280","예스24",5350,-90,-1.65,746,7.17,NA,NA,13329,0.4,200,3.74
"1504","015360","예스코홀딩스",31150,-250,-0.8,5064,6.15,NA,NA,114939,0.27,2250,7.22
"1505","122640","예스티",8730,-70,-0.8,NA,NA,NA,NA,4651,1.88,0,0
"1506","045060","오공",3350,-40,-1.18,550,6.09,NA,NA,5636,0.59,50,1.49
"1507","080520","오디텍",5410,-90,-1.64,377,14.35,NA,NA,11727,0.46,100,1.85
"1508","007310","오뚜기",443000,-5500,-1.23,38054,11.64,38550,11.49,442610,1,8000,1.81
"1509","039830","오로라",8220,290,3.66,925,8.89,NA,NA,11887,0.69,120,1.46
"1510","322310","오로스테크놀로지",17300,-850,-4.68,199,86.93,NA,NA,6898,2.51,0,0
"1511","046120","오르비텍",4435,65,1.49,225,19.71,NA,NA,2383,1.86,0,0
"1512","014940","오리엔탈정공",2605,-15,-0.57,100,26.05,NA,NA,1652,1.58,0,0
"1513","002630","오리엔트바이오",665,-4,-0.6,288,2.31,NA,NA,702,0.95,0,0
"1514","065500","오리엔트정공",1139,3,0.26,NA,NA,NA,NA,1359,0.84,0,0
"1515","271560","오리온",129000,3900,3.12,6519,19.79,9442,13.66,55935,2.31,750,0.58
"1516","001800","오리온홀딩스",15260,-140,-0.91,1429,10.68,NA,NA,34867,0.44,650,4.26
"1517","010470","오리콤",14860,-160,-1.07,533,27.88,NA,NA,8366,1.78,220,1.48
"1518","417860","오브젠",49000,-2300,-4.48,NA,NA,NA,NA,284,172.54,0,0
"1519","352910","오비고",13000,-540,-3.99,NA,NA,226,57.51,2414,5.39,0,0
"1520","053980","오상자이엘",5130,-80,-1.54,259,19.81,NA,NA,3657,1.4,0,0
"1521","052420","오성첨단소재",1607,-40,-2.43,NA,NA,NA,NA,2795,0.57,0,0
"1522","241790","오션브릿지",13830,-560,-3.89,1354,10.21,NA,NA,8618,1.6,300,2.17
"1523","039200","오스코텍",18230,-370,-1.99,NA,NA,NA,NA,917,19.88,0,0
"1524","226400","오스테오닉",3255,-10,-0.31,NA,NA,166,19.64,2107,1.54,0,0
"1525","031510","오스템",1612,-14,-0.86,NA,NA,NA,NA,4118,0.39,20,1.24
"1526","048260","오스템임플란트",187100,0,0,1838,101.8,12480,14.99,15220,12.29,300,0.16
"1527","368970","오에스피",7490,-120,-1.58,416,18,NA,NA,2153,3.48,0,0
"1528","138080","오이솔루션",19930,230,1.17,1354,14.72,657,30.36,15007,1.33,300,1.51
"1529","080580","오킨스전자",19560,830,4.43,108,181.11,NA,NA,2010,9.73,0,0
"1530","067170","오텍",5660,-70,-1.22,NA,NA,NA,NA,9973,0.57,130,2.3
"1531","353590","오토앤",11920,-200,-1.65,191,62.41,NA,NA,1651,7.22,0,0
"1532","173130","오파스넷",8960,170,1.93,530,16.91,NA,NA,2469,3.63,50,0.56
"1533","049480","오픈베이스",3520,35,1,148,23.78,NA,NA,2253,1.56,15,0.43
"1534","394280","오픈엣지테크놀로지",23250,50,0.22,NA,NA,366,63.49,1212,19.18,0,0
"1535","309930","오하임아이엔티",2690,20,0.75,183,14.7,NA,NA,1248,2.16,0,0
"1536","244460","올리패스",5190,0,0,NA,NA,NA,NA,1042,4.98,0,0
"1537","226950","올릭스",25000,2100,9.17,NA,NA,NA,NA,1352,18.49,0,0
"1538","057540","옴니시스템",1755,12,0.69,NA,NA,NA,NA,1957,0.9,0,0
"1539","131030","옵투스제약",6070,20,0.33,617,9.84,NA,NA,7918,0.77,100,1.65
"1540","082210","옵트론텍",3420,-90,-2.56,NA,NA,242,14.16,4354,0.79,0,0
"1541","109080","옵티시스",15570,-130,-0.83,1186,13.13,NA,NA,9151,1.7,100,0.64
"1542","380540","옵티코어",2320,-30,-1.28,NA,NA,NA,NA,NA,NA,0,0
"1543","153710","옵티팜",7200,-100,-1.37,NA,NA,NA,NA,2122,3.39,0,0
"1544","321820","와이더플래닛",6550,100,1.55,NA,NA,NA,NA,3450,1.9,0,0
"1545","122990","와이솔",7200,-70,-0.96,979,7.35,235,30.58,13195,0.55,250,3.47
"1546","232140","와이아이케이",4030,-70,-1.71,553,7.29,NA,NA,3447,1.17,0,0
"1547","065530","와이어블",2275,-40,-1.73,54,42.13,NA,NA,1579,1.44,50,2.2
"1548","067900","와이엔텍",9020,-150,-1.64,1281,7.04,NA,NA,10590,0.85,0,0
"1549","155650","와이엠씨",6000,-170,-2.76,560,10.71,983,6.11,4993,1.2,150,2.5
"1550","273640","와이엠텍",21500,150,0.7,649,33.13,NA,NA,4467,4.81,400,1.86
"1551","251370","와이엠티",13270,-10,-0.08,648,20.48,276,48.11,7569,1.75,75,0.57
"1552","066430","와이오엠",849,-23,-2.64,19,44.68,NA,NA,890,0.95,0,0
"1553","193250","와이제이엠게임즈",1286,-14,-1.08,NA,NA,NA,NA,1276,1.01,0,0
"1554","273060","와이즈버즈",1526,-63,-3.96,57,26.77,NA,NA,835,1.83,20,1.31
"1555","019210","와이지-원",6680,-90,-1.33,690,9.68,NA,NA,9269,0.72,180,2.69
"1556","122870","와이지엔터테인먼트",60300,800,1.34,364,165.66,2595,23.24,20632,2.92,250,0.41
"1557","011690","와이투솔루션",884,5,0.57,NA,NA,NA,NA,550,1.61,0,0
"1558","332570","와이팜",3090,35,1.15,NA,NA,NA,NA,2314,1.34,0,0
"1559","079000","와토스코리아",5490,-60,-1.08,197,27.87,NA,NA,10279,0.53,200,3.64
"1560","070960","용평리조트",3375,-40,-1.17,180,18.75,NA,NA,8025,0.42,0,0
